Date,Region,Facility,Energy_MWh,Emission_Factor,Production,Emissions_tCO2,Waste_Kg,Renewable_percent,Transport_Emissions,PolicyWeight
"Sunday, December 01, 2024",Region 1,Facility 8,274.9627,EF,488.0,2.47,44740.0,40.0,0,0.8
"Tuesday, August 01, 2023",Region 1,Facility 33,275.221,EF,1854.3,0.0,33231.0,40.0,0,0.8
"Wednesday, November 01, 2023",Region 1,Facility 4,275.58769,EF,6854.28,5.39,46746.5,40.0,0,0.8
"Saturday, June 01, 2024",Region 1,Facility 33,275.63113,EF,1490.03,0.04,79412.49,40.0,0,0.8
"Monday, May 01, 2023",Region 1,Facility 5,276.77558,EF,1781.0,42.94,19146.7,40.0,0,0.8
"Saturday, January 01, 2022",Region 3,Facility 35,277.69327,EF,3407.0,0.0,372581.0,40.0,0,0.8
"Saturday, June 01, 2024",Region 3,Facility 35,277.78435,EF,2955.0,0.42,202591.9,40.0,0,0.8
"Friday, April 01, 2022",Region 1,Facility 5,277.88411,EF,1590.11,43.64,14859.55,40.0,0,0.8
"Wednesday, November 01, 2023",Region 3,Facility 35,278.021,EF,3579.17,0.0,254765.0,40.0,0,0.8
"Wednesday, May 01, 2024",Region 3,Facility 35,278.71451,EF,3022.21,0.52,329814.0,40.0,0,0.8
"Friday, September 01, 2023",Region 1,Facility 4,278.81545,EF,7420.79,6.72,68444.0,40.0,0,0.8
"Friday, November 01, 2024",Region 1,Facility 5,279.72936,EF,2102.0,31.47,21736.6,40.0,0,0.8
"Tuesday, July 01, 2025",Region 1,Facility 5,279.83884,EF,2009.0,23.79,27575.21,40.0,0,0.8
"Friday, March 01, 2024",Region 1,Facility 4,280.2538,EF,6991.79,7.24,47811.5,40.0,0,0.8
"Thursday, February 01, 2024",Region 1,Facility 33,280.29223,EF,1958.96,0.01,53938.58,40.0,0,0.8
"Wednesday, November 01, 2023",Region 1,Facility 33,280.357,EF,1792.19,0.0,62010.12,40.0,0,0.8
"Sunday, October 01, 2023",Region 1,Facility 5,280.50094,EF,1855.0,38.86,31220.8,40.0,0,0.8
"Saturday, October 01, 2022",Region 1,Facility 4,280.77318,EF,6120.93,9.45,29026.0,40.0,0,0.8
"Thursday, May 01, 2025",Region 2,Facility 36,280.968,EF,2187.0,1.21,205090.0,40.0,0,1.2
"Sunday, January 01, 2023",Region 1,Facility 4,281.82722,EF,5620.9,6.44,31641.0,40.0,0,0.8
"Wednesday, March 01, 2023",Region 1,Facility 6,282.37947,EF,6725.08,20.82,19270.0,40.0,0,0.8
"Tuesday, March 01, 2022",Region 1,Facility 4,282.56998,EF,4839.9,4.46,32707.0,40.0,0,0.8
"Thursday, May 01, 2025",Region 1,Facility 5,283.70035,EF,1885.0,25.77,31881.96,40.0,0,0.8
"Wednesday, November 01, 2023",Region 1,Facility 6,284.00925,EF,6514.73,16.67,15550.0,40.0,0,0.8
"Friday, December 01, 2023",Region 1,Facility 33,284.241,EF,1925.79,0.0,59948.99,40.0,0,0.8
"Monday, January 01, 2024",Region 1,Facility 33,284.574,EF,1538.0,0.0,68715.05,40.0,0,0.8
"Wednesday, June 01, 2022",Region 1,Facility 4,284.61542,EF,7123.0,5.35,40620.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 1,Facility 5,285.02443,EF,1917.14,47.28,17983.0,40.0,0,0.8
"Tuesday, April 01, 2025",Region 2,Facility 9,285.938,EF,553.74,28.89,19800.0,,0,1.2
"Sunday, June 01, 2025",Region 3,Facility 35,286.64206,EF,3042.22,0.42,218869.8,40.0,0,0.8
"Monday, July 01, 2024",Region 1,Facility 5,286.67689,EF,1909.0,35.62,18256.81,40.0,0,0.8
"Tuesday, August 01, 2023",Region 1,Facility 4,287.83513,EF,7977.3,5.6,63033.0,40.0,0,0.8
"Friday, November 01, 2024",Region 1,Facility 6,288.1895,EF,4430.5,17.64,16000.0,40.0,0,0.8
"Thursday, May 01, 2025",Region 2,Facility 9,289.539,EF,474.83,28.36,19800.0,,0,1.2
"Saturday, March 01, 2025",Region 2,Facility 9,290.199,EF,693.31,27.68,26848.0,,0,1.2
"Sunday, May 01, 2022",Region 3,Facility 35,292.43,EF,3446.8,0.0,297498.0,40.0,0,0.8
"Saturday, July 01, 2023",Region 1,Facility 6,292.49202,EF,6414.1,18.39,20880.0,40.0,0,0.8
"Sunday, October 01, 2023",Region 1,Facility 33,293.019,EF,1637.82,0.0,60999.5,40.0,0,0.8
"Thursday, September 01, 2022",Region 1,Facility 6,293.22086,EF,5660.91,21.05,16550.0,40.0,0,0.8
"Thursday, February 01, 2024",Region 1,Facility 6,293.27592,EF,6161.71,18.19,17480.0,40.0,0,0.8
"Friday, April 01, 2022",Region 1,Facility 6,293.4357,EF,6475.78,22.96,19870.0,40.0,0,0.8
"Wednesday, May 01, 2024",Region 1,Facility 6,294.02551,EF,6680.76,16.22,16700.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 5,294.50552,EF,2056.0,38.41,22945.2,40.0,0,0.8
"Friday, August 01, 2025",Region 1,Facility 6,294.74422,EF,6685.77,15.93,13643.0,40.0,0,0.8
"Monday, April 01, 2024",Region 1,Facility 6,295.15984,EF,6681.82,18.45,19320.0,40.0,0,0.8
"Sunday, December 01, 2024",Region 2,Facility 9,295.686,EF,355.98,34.15,20310.0,,0,1.2
"Sunday, September 01, 2024",Region 2,Facility 9,296.749,EF,561.09,25.36,15470.0,,0,1.2
"Saturday, June 01, 2024",Region 2,Facility 9,296.851,EF,528.09,25.28,10110.0,,0,1.2
"Friday, September 01, 2023",Region 3,Facility 35,296.935,EF,3035.06,0.0,213043.0,40.0,0,0.8
"Friday, July 01, 2022",Region 1,Facility 4,297.01219,EF,7696.0,7.44,62235.0,40.0,0,0.8
"Wednesday, February 01, 2023",Region 1,Facility 6,297.09012,EF,6478.09,22.05,18200.0,40.0,0,0.8
"Sunday, June 01, 2025",Region 1,Facility 6,298.1034,EF,6339.28,13.94,17990.0,40.0,0,0.8
"Wednesday, February 01, 2023",Region 2,Facility 9,298.664,EF,643.69,40.31,24920.0,0.0,0,1.2
"Monday, May 01, 2023",Region 1,Facility 6,299.31298,EF,6389.52,18.85,18370.0,40.0,0,0.8
"Friday, November 01, 2024",Region 1,Facility 33,299.99013,EF,1887.24,0.04,59804.0,40.0,0,0.8
"Saturday, February 01, 2025",Region 1,Facility 37,300.417,EF,2838.04,0.0,86226.0,40.0,0,0.8
"Saturday, July 01, 2023",Region 3,Facility 35,300.884,EF,2962.0,0.0,248765.1,40.0,0,0.8
"Sunday, January 01, 2023",Region 1,Facility 6,300.90209,EF,6894.43,21.96,19860.0,40.0,0,0.8
"Tuesday, July 01, 2025",Region 1,Facility 6,301.10136,EF,5931.92,14.65,15790.0,40.0,0,0.8
"Tuesday, November 01, 2022",Region 1,Facility 6,301.38486,EF,5995.25,26.25,16220.0,40.0,0,0.8
"Saturday, March 01, 2025",Region 1,Facility 6,302.18864,EF,5898.6,13.98,17610.0,40.0,0,0.8
"Tuesday, October 01, 2024",Region 1,Facility 5,302.34805,EF,2070.0,38.17,26437.2,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 33,302.43913,EF,1968.3,0.04,49234.65,40.0,0,0.8
"Friday, March 01, 2024",Region 1,Facility 6,302.70215,EF,5932.28,20.54,17580.0,40.0,0,0.8
"Thursday, August 01, 2024",Region 3,Facility 35,302.90426,EF,3071.48,0.52,218601.5,40.0,0,0.8
"Wednesday, June 01, 2022",Region 3,Facility 35,305.008,EF,3529.97,0.0,262994.0,40.0,0,0.8
"Friday, March 01, 2024",Region 2,Facility 9,305.264,EF,555.18,32.4,29510.0,,0,1.2
"Thursday, September 01, 2022",Region 1,Facility 5,305.46705,EF,1864.0,50.34,15778.9,40.0,0,0.8
"Saturday, February 01, 2025",Region 2,Facility 9,306.109,EF,659.17,32.44,15874.0,,0,1.2
"Monday, April 01, 2024",Region 2,Facility 9,306.4,EF,616.96,30.25,24854.0,,0,1.2
"Tuesday, October 01, 2024",Region 2,Facility 9,306.606,EF,611.28,29.0,28452.0,,0,1.2
"Monday, July 01, 2024",Region 1,Facility 33,306.76413,EF,1773.69,0.04,67590.35,40.0,0,0.8
"Friday, November 01, 2024",Region 1,Facility 8,307.81098,EF,1453.0,2.44,57350.0,40.0,0,0.8
"Saturday, April 01, 2023",Region 1,Facility 6,308.44473,EF,6476.38,17.8,21850.0,40.0,0,0.8
"Saturday, March 01, 2025",Region 1,Facility 8,308.49218,EF,1868.0,2.49,60710.0,40.0,0,0.8
"Wednesday, January 01, 2025",Region 1,Facility 37,308.745,EF,2444.73,0.0,71187.0,40.0,0,0.8
"Saturday, October 01, 2022",Region 1,Facility 6,309.24829,EF,6753.74,25.29,23490.0,40.0,0,0.8
"Sunday, December 01, 2024",Region 1,Facility 37,309.373,EF,2323.14,0.0,73642.0,40.0,0,0.8
"Monday, August 01, 2022",Region 1,Facility 33,309.797,EF,1962.0,0.0,42682.0,40.0,0,0.8
"Saturday, April 01, 2023",Region 2,Facility 9,310.072,EF,470.09,55.0,22185.0,0.0,0,1.2
"Tuesday, March 01, 2022",Region 3,Facility 35,310.351,EF,3145.84,0.0,260628.0,40.0,0,0.8
"Wednesday, March 01, 2023",Region 1,Facility 8,310.60014,EF,1660.2,2.42,59200.0,40.0,0,0.8
"Monday, January 01, 2024",Region 1,Facility 8,311.858,EF,1364.0,2.46,60110.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 6,312.02066,EF,5187.67,17.36,14930.0,40.0,0,0.8
"Wednesday, May 01, 2024",Region 2,Facility 9,312.263,EF,443.5,30.17,30045.0,,0,1.2
"Friday, November 01, 2024",Region 2,Facility 9,313.045,EF,706.68,31.37,25056.0,,0,1.2
"Saturday, January 01, 2022",Region 1,Facility 37,313.291,EF,2302.0,0.0,84074.0,40.0,0,0.8
"Sunday, October 01, 2023",Region 3,Facility 35,313.585,EF,3491.77,0.0,259735.0,40.0,0,0.8
"Sunday, May 01, 2022",Region 1,Facility 6,313.71442,EF,7291.67,26.1,20190.0,40.0,0,0.8
"Tuesday, October 01, 2024",Region 1,Facility 8,314.09281,EF,1565.0,2.48,70240.0,40.0,0,0.8
"Wednesday, January 01, 2025",Region 2,Facility 9,314.355,EF,587.6,34.31,31315.0,,0,1.2
"Thursday, August 01, 2024",Region 1,Facility 33,315.5811,EF,1842.85,0.05,62723.1,40.0,0,0.8
"Tuesday, February 01, 2022",Region 1,Facility 37,315.905,EF,1848.0,0.0,58444.0,40.0,0,0.8
"Thursday, May 01, 2025",Region 1,Facility 6,315.96129,EF,6553.12,15.48,20650.0,40.0,0,0.8
"Tuesday, April 01, 2025",Region 1,Facility 6,317.27138,EF,5668.38,15.58,16720.0,40.0,0,0.8
"Sunday, January 01, 2023",Region 1,Facility 37,318.137,EF,3311.0,0.0,76108.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 1,Facility 6,318.15281,EF,6636.85,20.24,16900.0,40.0,0,0.8
"Saturday, February 01, 2025",Region 1,Facility 8,318.28917,EF,1665.0,2.46,58210.0,40.0,0,0.8
"Thursday, December 01, 2022",Region 1,Facility 37,318.461,EF,2508.0,0.0,158738.0,40.0,0,0.8
"Monday, April 01, 2024",Region 1,Facility 10,318.70057,EF,278.0,3.31,8000.0,40.0,0,0.8
"Wednesday, January 01, 2025",Region 1,Facility 6,320.24222,EF,5887.04,19.54,14140.0,40.0,0,0.8
"Monday, July 01, 2024",Region 1,Facility 6,320.86962,EF,6448.05,21.39,18540.0,40.0,0,0.8
"Monday, July 01, 2024",Region 2,Facility 9,320.906,EF,668.43,23.73,13755.0,,0,1.2
"Thursday, February 01, 2024",Region 2,Facility 9,321.612,EF,552.37,34.52,16750.0,,0,1.2
"Sunday, January 01, 2023",Region 1,Facility 8,321.99218,EF,1364.0,2.42,54330.0,40.0,0,0.8
"Wednesday, February 01, 2023",Region 1,Facility 8,322.03792,EF,1395.0,2.42,49590.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 1,Facility 8,322.13357,EF,1043.0,2.44,51100.0,40.0,0,0.8
"Wednesday, May 01, 2024",Region 1,Facility 5,322.59419,EF,1988.0,52.04,20972.6,40.0,0,0.8
"Wednesday, May 01, 2024",Region 1,Facility 4,323.49676,EF,7942.0,18.08,50883.0,40.0,0,0.8
"Thursday, August 01, 2024",Region 2,Facility 9,324.054,EF,576.77,24.67,40700.0,,0,1.2
"Monday, January 01, 2024",Region 1,Facility 6,324.98219,EF,5893.68,23.77,16730.0,40.0,0,0.8
"Sunday, May 01, 2022",Region 1,Facility 4,324.99663,EF,8058.0,5.19,55502.0,40.0,0,0.8
"Friday, August 01, 2025",Region 2,Facility 36,325.154,EF,2231.4,1.56,168280.0,40.0,0,1.2
"Friday, March 01, 2024",Region 1,Facility 33,325.28387,EF,1818.31,0.04,51705.66,40.0,0,0.8
"Wednesday, May 01, 2024",Region 1,Facility 33,325.7641,EF,2105.29,0.05,61139.15,40.0,0,0.8
"Wednesday, February 01, 2023",Region 1,Facility 4,326.44687,EF,7075.99,8.06,35948.5,40.0,0,0.8
"Saturday, October 01, 2022",Region 2,Facility 9,326.516,EF,642.81,57.4,23730.0,0.0,0,1.2
"Wednesday, November 01, 2023",Region 1,Facility 8,326.54146,EF,1070.0,2.43,54030.0,40.0,0,0.8
"Thursday, February 01, 2024",Region 1,Facility 37,327.596,EF,3462.78,0.0,129033.0,40.0,0,0.8
"Thursday, May 01, 2025",Region 1,Facility 11,328.19208,EF,792.36,49.81,4612.0,40.0,0,0.8
"Tuesday, July 01, 2025",Region 2,Facility 9,328.424,EF,532.9,27.59,17760.0,,0,1.2
"Friday, August 01, 2025",Region 2,Facility 9,328.424,EF,452.97,27.59,23405.0,,0,1.2
"Wednesday, March 01, 2023",Region 1,Facility 4,328.58409,EF,6358.0,7.61,48530.5,40.0,0,0.8
"Saturday, April 01, 2023",Region 1,Facility 8,328.82463,EF,1113.87,2.42,44130.0,40.0,0,0.8
"Friday, September 01, 2023",Region 1,Facility 34,329.74428,EF,2035.0,17.42,36375.0,40.0,0,0.8
"Friday, September 01, 2023",Region 2,Facility 9,330.756,EF,532.34,46.56,24060.0,0.0,0,1.2
"Saturday, January 01, 2022",Region 1,Facility 6,330.75897,EF,6894.43,28.89,18260.0,40.0,0,0.8
"Sunday, June 01, 2025",Region 2,Facility 9,330.787,EF,441.14,29.65,23405.0,,0,1.2
"Tuesday, October 01, 2024",Region 1,Facility 6,332.15966,EF,6226.08,22.15,18224.0,40.0,0,0.8
"Saturday, July 01, 2023",Region 2,Facility 36,332.93,EF,2030.01,1.32,137001.0,,0,1.2
"Saturday, April 01, 2023",Region 1,Facility 4,333.39296,EF,6949.0,8.73,29610.5,40.0,0,0.8
"Saturday, March 01, 2025",Region 1,Facility 37,333.649,EF,2225.09,0.0,77056.0,40.0,0,0.8
"Monday, July 01, 2024",Region 3,Facility 35,334.25835,EF,3292.71,0.42,213434.8,40.0,0,0.8
"Thursday, August 01, 2024",Region 1,Facility 8,334.5868,EF,1679.4,3.59,69041.0,40.0,0,0.8
"Saturday, April 01, 2023",Region 1,Facility 37,335.836,EF,1632.0,0.0,65441.0,40.0,0,0.8
"Saturday, June 01, 2024",Region 1,Facility 6,336.16177,EF,6829.97,23.39,18650.0,40.0,0,0.8
"Tuesday, August 01, 2023",Region 3,Facility 35,336.516,EF,3519.24,0.0,290531.2,40.0,0,0.8
"Tuesday, October 01, 2024",Region 1,Facility 33,336.62513,EF,2233.4,0.04,80285.9,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 8,337.04809,EF,1601.0,2.43,73250.0,40.0,0,0.8
"Tuesday, April 01, 2025",Region 2,Facility 36,337.521,EF,1864.5,3.42,160900.0,,0,1.2
"Tuesday, August 01, 2023",Region 2,Facility 9,337.638,EF,517.84,44.26,25390.0,0.0,0,1.2
"Saturday, July 01, 2023",Region 1,Facility 4,337.89717,EF,7150.39,7.25,61625.0,40.0,0,0.8
"Friday, September 01, 2023",Region 1,Facility 11,338.48438,EF,761.93,49.82,10504.0,40.0,0,0.8
"Monday, July 01, 2024",Region 1,Facility 8,339.00605,EF,1738.0,2.5,60730.0,40.0,0,0.8
"Wednesday, February 01, 2023",Region 1,Facility 37,339.061,EF,3715.0,0.0,104872.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 2,Facility 36,340.01,EF,2173.31,2.44,107430.0,,0,1.2
"Monday, August 01, 2022",Region 1,Facility 6,341.00975,EF,7449.51,29.48,20670.0,40.0,0,0.8
"Monday, April 01, 2024",Region 1,Facility 37,341.069,EF,1508.06,0.0,54422.0,40.0,0,0.8
"Thursday, August 01, 2024",Region 1,Facility 6,343.57752,EF,6236.79,24.36,17790.0,40.0,0,0.8
"Saturday, February 01, 2025",Region 1,Facility 12,343.93669,EF,1968.0,7.17,27041.55,40.0,0,0.8
"Friday, September 01, 2023",Region 1,Facility 8,344.33653,EF,1140.68,2.47,52000.0,40.0,0,0.8
"Friday, December 01, 2023",Region 1,Facility 8,345.01499,EF,1239.0,2.47,80210.0,40.0,0,0.8
"Sunday, June 01, 2025",Region 1,Facility 8,345.53375,EF,1470.0,3.86,50210.0,40.0,0,0.8
"Friday, November 01, 2024",Region 3,Facility 38,345.6503,EF,2885.72,24.67,2380.0,,0,0.8
"Sunday, October 01, 2023",Region 1,Facility 11,345.98854,EF,942.87,53.69,10093.4,40.0,0,0.8
"Wednesday, June 01, 2022",Region 2,Facility 13,346.74305,EF,2080.52,28.21,27120.0,,0,1.2
"Monday, April 01, 2024",Region 3,Facility 38,346.8806,EF,4394.24,27.75,500.0,,0,0.8
"Saturday, March 01, 2025",Region 1,Facility 12,347.56801,EF,2635.0,4.97,20738.4,40.0,0,0.8
"Tuesday, April 01, 2025",Region 1,Facility 8,347.69707,EF,1358.0,2.48,58280.0,40.0,0,0.8
"Friday, March 01, 2024",Region 1,Facility 37,348.815,EF,2266.09,0.0,82056.0,40.0,0,0.8
"Monday, April 01, 2024",Region 1,Facility 8,348.87652,EF,1454.0,2.42,63720.0,40.0,0,0.8
"Thursday, May 01, 2025",Region 1,Facility 8,349.32071,EF,1125.0,2.41,47710.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 2,Facility 9,349.778,EF,575.51,48.77,16996.0,0.0,0,1.2
"Monday, May 01, 2023",Region 2,Facility 9,349.878,EF,587.07,57.14,24395.0,0.0,0,1.2
"Sunday, June 01, 2025",Region 2,Facility 36,349.98,EF,1973.0,1.26,194400.0,40.0,0,1.2
"Sunday, December 01, 2024",Region 3,Facility 38,350.3327,EF,3677.76,23.5,28020.0,,0,0.8
"Saturday, October 01, 2022",Region 1,Facility 34,350.86,EF,2042.0,30.75,42130.0,40.0,0,0.8
"Friday, July 01, 2022",Region 1,Facility 6,351.03401,EF,6915.74,26.89,18440.0,40.0,0,0.8
"Sunday, October 01, 2023",Region 1,Facility 8,351.68311,EF,1204.28,4.69,48770.0,40.0,0,0.8
"Friday, March 01, 2024",Region 1,Facility 8,352.31676,EF,1333.0,2.48,67150.0,40.0,0,0.8
"Tuesday, February 01, 2022",Region 1,Facility 6,353.15122,EF,6837.76,32.79,19850.0,40.0,0,0.8
"Friday, September 01, 2023",Region 2,Facility 13,353.18504,EF,2354.27,22.3,87012.0,,0,1.2
"Saturday, July 01, 2023",Region 2,Facility 9,353.84,EF,557.01,50.43,32021.0,0.0,0,1.2
"Tuesday, March 01, 2022",Region 2,Facility 9,354.109,EF,723.29,52.85,33155.0,0.0,0,1.2
"Wednesday, February 01, 2023",Region 1,Facility 12,354.74976,EF,1505.0,5.48,34797.0,40.0,0,0.8
"Monday, May 01, 2023",Region 1,Facility 8,354.90339,EF,1454.0,5.83,69391.0,40.0,0,0.8
"Tuesday, March 01, 2022",Region 1,Facility 6,354.93827,EF,6268.1,30.38,20379.0,40.0,0,0.8
"Friday, March 01, 2024",Region 2,Facility 13,354.99347,EF,1958.1,32.73,56999.0,,0,1.2
"Sunday, June 01, 2025",Region 1,Facility 11,355.70278,EF,623.9,58.05,25110.0,40.0,0,0.8
"Saturday, March 01, 2025",Region 3,Facility 38,356.7922,EF,4275.0,23.62,4370.0,,0,0.8
"Tuesday, April 01, 2025",Region 3,Facility 38,357.7074,EF,4660.4,26.36,14500.0,,0,0.8
"Wednesday, November 01, 2023",Region 1,Facility 11,358.28377,EF,1072.31,52.59,11044.2,40.0,0,0.8
"Wednesday, May 01, 2024",Region 1,Facility 8,358.87422,EF,1292.37,2.44,58720.0,40.0,0,0.8
"Saturday, June 01, 2024",Region 1,Facility 8,359.39335,EF,1384.0,3.2,57230.0,40.0,0,0.8
"Saturday, July 01, 2023",Region 2,Facility 13,359.61465,EF,2699.66,21.88,37110.0,,0,1.2
"Tuesday, October 01, 2024",Region 3,Facility 38,360.87742,EF,4301.51,27.26,4580.0,,0,0.8
"Friday, March 01, 2024",Region 1,Facility 12,361.07463,EF,2002.0,5.62,24357.4,40.0,0,0.8
"Monday, January 01, 2024",Region 2,Facility 9,361.687,EF,583.49,41.12,31620.0,,0,1.2
"Thursday, February 01, 2024",Region 2,Facility 13,361.82288,EF,2233.91,29.97,52601.0,,0,1.2
"Wednesday, June 01, 2022",Region 1,Facility 6,362.91935,EF,8124.03,31.92,22220.0,40.0,0,0.8
"Sunday, October 01, 2023",Region 2,Facility 13,363.20718,EF,2956.61,26.31,55848.0,,0,1.2
"Sunday, October 01, 2023",Region 2,Facility 36,363.739,EF,2092.93,3.55,217084.0,,0,1.2
"Friday, November 01, 2024",Region 1,Facility 12,364.86542,EF,2129.0,6.48,24407.3,40.0,0,0.8
"Thursday, September 01, 2022",Region 1,Facility 11,365.00869,EF,958.27,49.43,11897.8,40.0,0,0.8
"Thursday, February 01, 2024",Region 1,Facility 8,365.02142,EF,1227.0,2.44,61810.0,40.0,0,0.8
"Tuesday, February 01, 2022",Region 1,Facility 33,365.69192,EF,3654.0,1.29,56439.0,40.0,0,0.8
"Saturday, October 01, 2022",Region 3,Facility 7,366.13639,EF,382.02,23.76,16700.0,40.0,0,0.8
"Saturday, April 01, 2023",Region 1,Facility 10,367.15119,EF,305.0,3.78,7000.0,40.0,0,0.8
"Saturday, June 01, 2024",Region 3,Facility 38,367.3984,EF,2972.63,37.77,5260.0,,0,0.8
"Monday, August 01, 2022",Region 1,Facility 11,367.79317,EF,1295.7,55.15,13152.8,40.0,0,0.8
"Wednesday, March 01, 2023",Region 1,Facility 34,367.95624,EF,2148.0,33.59,42550.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 2,Facility 13,368.63468,EF,2927.42,21.39,34594.0,,0,1.2
"Wednesday, March 01, 2023",Region 2,Facility 9,368.814,EF,699.56,64.69,32050.0,0.0,0,1.2
"Saturday, June 01, 2024",Region 1,Facility 12,368.83182,EF,2792.0,6.69,17420.0,40.0,0,0.8
"Saturday, April 01, 2023",Region 1,Facility 34,368.8783,EF,2244.0,34.99,49705.0,40.0,0,0.8
